,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount
909,Ladakh,2020,4,Others,1822,2486922.4041473325
910,Ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
911,Ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
912,Ladakh,2020,3,Merchant payments,36861,40538778.75651745
913,Ladakh,2020,3,Financial Services,621,2334917.7832646337
914,Ladakh,2020,3,Others,772,900013.678666259
915,Ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
916,Ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
917,Ladakh,2020,1,Merchant payments,14264,13338124.271892821
918,Ladakh,2020,1,Financial Services,204,583108.9455483773
919,Ladakh,2020,1,Others,590,1155879.120674257
920,Ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298
921,Ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495
922,Ladakh,2019,2,Merchant payments,8220,7726519.367758205
923,Ladakh,2019,2,Financial Services,86,113767.09768193656
924,Ladakh,2019,2,Others,907,992737.2376073576
925,Ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
926,Ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
927,Ladakh,2019,4,Merchant payments,6522,8717893.899929387
928,Ladakh,2019,4,Financial Services,46,162760.63254625077
929,Ladakh,2019,4,Others,576,1253584.887304229
930,Ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534
931,Ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
932,Ladakh,2019,3,Merchant payments,6963,8096082.971229901
933,Ladakh,2019,3,Financial Services,48,148633.29469977494
934,Ladakh,2019,3,Others,696,1233697.1268589406
935,Ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053
936,Ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248
937,Ladakh,2019,1,Merchant payments,3238,4967122.4999400275
938,Ladakh,2019,1,Financial Services,114,111851.02856430915
939,Ladakh,2019,1,Others,703,878916.0496292994
940,Ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187
941,Ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231
942,Ladakh,2018,2,Merchant payments,724,1761366.2964342085
943,Ladakh,2018,2,Financial Services,151,127324.6279709443
944,Ladakh,2018,2,Others,393,390334.220462498
945,Ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
946,Ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
947,Ladakh,2018,4,Merchant payments,1881,5082666.820758243
948,Ladakh,2018,4,Financial Services,142,94604.73391846984
949,Ladakh,2018,4,Others,599,1031858.4532022325
950,Ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115
951,Ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566
952,Ladakh,2018,3,Merchant payments,1168,2016579.2506718007
953,Ladakh,2018,3,Financial Services,84,69317.12287872119
954,Ladakh,2018,3,Others,343,242477.8532947429
955,Ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818
956,Ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368
957,Ladakh,2018,1,Merchant payments,320,369327.62555241917
958,Ladakh,2018,1,Financial Services,132,274283.17576680594
959,Ladakh,2018,1,Others,335,194192.25581440225
960,Nagaland,2023,2,Merchant payments,64565961,41553118124.0
961,Nagaland,2023,2,Peer-to-peer payments,39301140,140243650141.0
962,Nagaland,2023,2,Recharge & bill payments,13207924,12183745216.0
963,Nagaland,2023,2,Financial Services,76961,95312222.0
964,Nagaland,2023,2,Others,138303,105749751.0
965,Nagaland,2023,4,Merchant payments,81248644,54620603519.0
966,Nagaland,2023,4,Peer-to-peer payments,47365190,161825075689.0
967,Nagaland,2023,4,Recharge & bill payments,13392115,14445536415.0
968,Nagaland,2023,4,Financial Services,102014,156978606.0
969,Nagaland,2023,4,Others,121032,91267936.0
970,Nagaland,2023,3,Merchant payments,74881815,46565196649.0
971,Nagaland,2023,3,Peer-to-peer payments,43379354,145286422875.0
972,Nagaland,2023,3,Recharge & bill payments,13684178,13149660821.0
973,Nagaland,2023,3,Financial Services,92473,129392229.0
974,Nagaland,2023,3,Others,123361,94910163.0
975,Nagaland,2023,1,Merchant payments,50683710,37462999833.0
976,Nagaland,2023,1,Peer-to-peer payments,33701280,126365345151.0
977,Nagaland,2023,1,Recharge & bill payments,12305439,11478972029.0
978,Nagaland,2023,1,Financial Services,70521,79209681.0
979,Nagaland,2023,1,Others,149871,122150166.0
980,Nagaland,2021,2,Peer-to-peer payments,13180933,55282486111.30394
981,Nagaland,2021,2,Merchant payments,11225598,9710508482.436422
982,Nagaland,2021,2,Recharge & bill payments,7591039,4370756868.518326
983,Nagaland,2021,2,Financial Services,46218,53309051.06501615
984,Nagaland,2021,2,Others,127460,113998049.29147904
985,Nagaland,2021,4,Merchant payments,22669743,20753662875.546524
986,Nagaland,2021,4,Peer-to-peer payments,20663881,83611403637.31992
987,Nagaland,2021,4,Recharge & bill payments,8765579,6107473171.935022
988,Nagaland,2021,4,Financial Services,58581,86356456.60324252
989,Nagaland,2021,4,Others,201576,151230100.5948589
990,Nagaland,2021,3,Peer-to-peer payments,17024782,66149902036.358826
991,Nagaland,2021,3,Merchant payments,16837685,14103740968.543571
992,Nagaland,2021,3,Recharge & bill payments,8465739,5540272095.274853
993,Nagaland,2021,3,Financial Services,43789,63576666.590925634
994,Nagaland,2021,3,Others,161494,135069073.84402025
995,Nagaland,2021,1,Peer-to-peer payments,10951083,46908632143.31532
996,Nagaland,2021,1,Merchant payments,9333364,7651004598.907397
997,Nagaland,2021,1,Recharge & bill payments,6332928,3980874403.2760215
998,Nagaland,2021,1,Financial Services,43094,52009482.41407214
999,Nagaland,2021,1,Others,110366,98366463.19387978
1000,Nagaland,2022,2,Merchant payments,35941880,28585688543.687046
1001,Nagaland,2022,2,Peer-to-peer payments,25952349,100938068541.26062
1002,Nagaland,2022,2,Recharge & bill payments,10161030,7652499714.013335
1003,Nagaland,2022,2,Financial Services,50483,57234782.46271807
1004,Nagaland,2022,2,Others,167081,111934787.80332904
1005,Nagaland,2022,4,Merchant payments,48358802,38162493193.40967
1006,Nagaland,2022,4,Peer-to-peer payments,32377106,120512767954.99376
1007,Nagaland,2022,4,Recharge & bill payments,10895208,9248445985.684328
1008,Nagaland,2022,4,Financial Services,62809,72160390.22791913
1009,Nagaland,2022,4,Others,141255,111559653.62333827
1010,Nagaland,2022,3,Merchant payments,43089589,32370885165.312702
1011,Nagaland,2022,3,Peer-to-peer payments,29862592,107653378074.87231
1012,Nagaland,2022,3,Recharge & bill payments,11017816,9119649328.792372
1013,Nagaland,2022,3,Financial Services,57979,68249938.53956848
1014,Nagaland,2022,3,Others,149921,107280498.83777893
1015,Nagaland,2022,1,Merchant payments,25979197,23217511696.823074
1016,Nagaland,2022,1,Peer-to-peer payments,22354946,88645204328.52362
1017,Nagaland,2022,1,Recharge & bill payments,9188439,6317909908.645241
1018,Nagaland,2022,1,Financial Services,57561,83933665.00820544
1019,Nagaland,2022,1,Others,178159,125418506.96271203
1020,Nagaland,2020,2,Recharge & bill payments,6064807,3089758241.1281967
1021,Nagaland,2020,2,Peer-to-peer payments,5639212,25074384847.498463
1022,Nagaland,2020,2,Merchant payments,2290868,2058898904.3613408
1023,Nagaland,2020,2,Financial Services,23314,23704957.876037344
1024,Nagaland,2020,2,Others,63093,37907301.34960769
1025,Nagaland,2020,4,Peer-to-peer payments,9609405,43286909256.83391
1026,Nagaland,2020,4,Merchant payments,7144295,6142380827.109474
1027,Nagaland,2020,4,Recharge & bill payments,6072201,4201551869.9511185
1028,Nagaland,2020,4,Financial Services,38820,51677182.316327386
1029,Nagaland,2020,4,Others,133204,92887343.34418696
1030,Nagaland,2020,3,Peer-to-peer payments,7354451,32477438924.476498
1031,Nagaland,2020,3,Recharge & bill payments,5478668,4066750820.6407743
1032,Nagaland,2020,3,Merchant payments,4261548,3490665357.291087
1033,Nagaland,2020,3,Financial Services,32390,42060249.32847581
1034,Nagaland,2020,3,Others,82516,46176796.076553434
1035,Nagaland,2020,1,Peer-to-peer payments,6339183,26350005915.230072
1036,Nagaland,2020,1,Recharge & bill payments,4935115,2767419472.6505165
1037,Nagaland,2020,1,Merchant payments,3838480,2196329615.3949203
1038,Nagaland,2020,1,Financial Services,17924,10987850.955996178
1039,Nagaland,2020,1,Others,87082,49442411.668161854
1040,Nagaland,2019,2,Peer-to-peer payments,4140474,16258891447.321405
1041,Nagaland,2019,2,Recharge & bill payments,2815047,1440058991.4565237
1042,Nagaland,2019,2,Merchant payments,1407963,815090878.0150015
1043,Nagaland,2019,2,Financial Services,37435,6876144.454559349
1044,Nagaland,2019,2,Others,108911,93875933.52482703
1045,Nagaland,2019,4,Peer-to-peer payments,6386367,25564144629.75061
1046,Nagaland,2019,4,Recharge & bill payments,4068332,2622222199.1884565
1047,Nagaland,2019,4,Merchant payments,3122413,1741259163.3677325
1048,Nagaland,2019,4,Financial Services,22956,6382345.429778575
1049,Nagaland,2019,4,Others,98557,55793908.45587015
1050,Nagaland,2019,3,Peer-to-peer payments,4726946,19146726286.636036
1051,Nagaland,2019,3,Recharge & bill payments,3455594,2481094964.9170833
1052,Nagaland,2019,3,Merchant payments,2374014,1183743251.2734203
1053,Nagaland,2019,3,Financial Services,32359,7912219.734296376
1054,Nagaland,2019,3,Others,117899,86338883.28250344
1055,Nagaland,2019,1,Peer-to-peer payments,4026294,12027441595.712797
1056,Nagaland,2019,1,Recharge & bill payments,2304690,986004867.8072444
1057,Nagaland,2019,1,Merchant payments,711152,478382600.617519
1058,Nagaland,2019,1,Financial Services,45621,6871295.954710579
1059,Nagaland,2019,1,Others,84380,75789641.76089522
1060,Nagaland,2018,2,Recharge & bill payments,1262450,395417027.849745
1061,Nagaland,2018,2,Peer-to-peer payments,1017159,4036457553.7177477
1062,Nagaland,2018,2,Merchant payments,147667,159406610.2632674
1063,Nagaland,2018,2,Financial Services,82256,17719391.411258094
1064,Nagaland,2018,2,Others,71631,75671628.7650177
1065,Nagaland,2018,4,Peer-to-peer payments,2269375,9404088424.489891
1066,Nagaland,2018,4,Recharge & bill payments,1817964,825449591.241031
1067,Nagaland,2018,4,Merchant payments,648096,455091549.5918779
1068,Nagaland,2018,4,Financial Services,62453,11832962.875482317
1069,Nagaland,2018,4,Others,89249,85520045.45150709
1070,Nagaland,2018,3,Peer-to-peer payments,1684209,6173898400.559117
1071,Nagaland,2018,3,Recharge & bill payments,1381730,622737633.7524918
1072,Nagaland,2018,3,Merchant payments,274458,194883994.57571086
1073,Nagaland,2018,3,Financial Services,54285,9429174.53468925
1074,Nagaland,2018,3,Others,67426,64737840.39918464
1075,Nagaland,2018,1,Recharge & bill payments,946338,196018621.35851485
1076,Nagaland,2018,1,Peer-to-peer payments,690684,2412434633.5413933
1077,Nagaland,2018,1,Merchant payments,87477,83873893.96204324
1078,Nagaland,2018,1,Financial Services,60688,11162488.423236402
1079,Nagaland,2018,1,Others,85246,77268587.56920797
1080,Uttar Pradesh,2023,2,Merchant payments,653469610,372223301627.0
1081,Uttar Pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278.0
1082,Uttar Pradesh,2023,2,Recharge & bill payments,109571801,73352450074.0
1083,Uttar Pradesh,2023,2,Financial Services,506431,562369291.0
1084,Uttar Pradesh,2023,2,Others,1074842,656302256.0
1085,Uttar Pradesh,2023,4,Merchant payments,875617035,489746639610.0
1086,Uttar Pradesh,2023,4,Peer-to-peer payments,575043255,1677661668298.0
1087,Uttar Pradesh,2023,4,Recharge & bill payments,114346855,88481840260.0
1088,Uttar Pradesh,2023,4,Financial Services,736922,950129225.0
1089,Uttar Pradesh,2023,4,Others,961315,600884259.0
1090,Uttar Pradesh,2023,3,Merchant payments,754249074,389288397238.0
1091,Uttar Pradesh,2023,3,Peer-to-peer payments,488395790,1394085756434.0
1092,Uttar Pradesh,2023,3,Recharge & bill payments,110408404,76981859735.0
1093,Uttar Pradesh,2023,3,Financial Services,624941,798613229.0
1094,Uttar Pradesh,2023,3,Others,944257,593735370.0
1095,Uttar Pradesh,2023,1,Merchant payments,520911142,323614616766.0
1096,Uttar Pradesh,2023,1,Peer-to-peer payments,383752815,1246010023301.0
1097,Uttar Pradesh,2023,1,Recharge & bill payments,96225086,66101414555.0
1098,Uttar Pradesh,2023,1,Financial Services,486982,483872123.0
1099,Uttar Pradesh,2023,1,Others,1181697,726338627.0
1100,Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563
1101,Uttar Pradesh,2021,2,Merchant payments,84860582,70351401159.78787
1102,Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408
1103,Uttar Pradesh,2021,2,Financial Services,270944,266853066.82962543
1104,Uttar Pradesh,2021,2,Others,858953,525487682.5584012
1105,Uttar Pradesh,2021,4,Merchant payments,183966052,142889329646.05463
1106,Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.6772
1107,Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549097.65689
1108,Uttar Pradesh,2021,4,Financial Services,353219,386356976.48969895
1109,Uttar Pradesh,2021,4,Others,1471954,829152405.3448995
1110,Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084
1111,Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637.02377
1112,Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150109.635994
1113,Uttar Pradesh,2021,3,Financial Services,253418,292009129.0296748
1114,Uttar Pradesh,2021,3,Others,1230077,624716522.0745409
1115,Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789
1116,Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.43686
1117,Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217
1118,Uttar Pradesh,2021,1,Financial Services,250656,266104783.7449573
1119,Uttar Pradesh,2021,1,Others,853707,486435811.3771204
1120,Uttar Pradesh,2022,2,Merchant payments,298721048,216176289528.43256
1121,Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.274
1122,Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966758.88997
1123,Uttar Pradesh,2022,2,Financial Services,268349,285646084.3258523
1124,Uttar Pradesh,2022,2,Others,1204739,606123265.0864555
1125,Uttar Pradesh,2022,4,Merchant payments,439247166,296781967366.6535
1126,Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.8824
1127,Uttar Pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94295
1128,Uttar Pradesh,2022,4,Financial Services,418329,430212917.27641135
1129,Uttar Pradesh,2022,4,Others,1064861,661985014.756895
1130,Uttar Pradesh,2022,3,Merchant payments,361972506,232005905549.1372
1131,Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5037
1132,Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148172.58542
1133,Uttar Pradesh,2022,3,Financial Services,367887,344330142.1388885
1134,Uttar Pradesh,2022,3,Others,1058841,601411350.4106325
1135,Uttar Pradesh,2022,1,Merchant payments,221556930,165543931419.27045
1136,Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.6667
1137,Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998.386055
1138,Uttar Pradesh,2022,1,Financial Services,358499,386218170.5981607
1139,Uttar Pradesh,2022,1,Others,1571908,750327356.10464
1140,Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128
1141,Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693
1142,Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.574724
1143,Uttar Pradesh,2020,2,Financial Services,150360,131930242.90371712
1144,Uttar Pradesh,2020,2,Others,412073,209384339.5723213
1145,Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337
1146,Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.670944
1147,Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925
1148,Uttar Pradesh,2020,4,Financial Services,246868,255803306.13741985
1149,Uttar Pradesh,2020,4,Others,994576,539071475.9342327
1150,Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047
1151,Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413
1152,Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.836243
1153,Uttar Pradesh,2020,3,Financial Services,206210,194129227.54374278
1154,Uttar Pradesh,2020,3,Others,586033,303114557.0989778
1155,Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177
1156,Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225
1157,Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.871723
1158,Uttar Pradesh,2020,1,Financial Services,139990,64365117.409359045
1159,Uttar Pradesh,2020,1,Others,998744,376573949.20359
1160,Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.94861
1161,Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.9093685
1162,Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.452321
1163,Uttar Pradesh,2019,2,Financial Services,264091,38169259.945291094
1164,Uttar Pradesh,2019,2,Others,1229734,775758168.4201038
1165,Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.1326
1166,Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.774977
1167,Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.9687
1168,Uttar Pradesh,2019,4,Financial Services,242936,45686806.83093811
1169,Uttar Pradesh,2019,4,Others,1239931,433285937.588854
1170,Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.97964
1171,Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.595396
1172,Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24218
1173,Uttar Pradesh,2019,3,Financial Services,258548,51363215.14597865
1174,Uttar Pradesh,2019,3,Others,1389018,683145478.0865316
1175,Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45149
1176,Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.9564486
1177,Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.2085333
1178,Uttar Pradesh,2019,1,Financial Services,389733,43341558.48535549
1179,Uttar Pradesh,2019,1,Others,912840,637066065.9078369
1180,Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.482608
1181,Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.945545
1182,Uttar Pradesh,2018,2,Merchant payments,909545,799920463.267408
1183,Uttar Pradesh,2018,2,Financial Services,563213,105536911.84026654
1184,Uttar Pradesh,2018,2,Others,521685,572768843.1641636
1185,Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.914734
1186,Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.728788
1187,Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.259793
1188,Uttar Pradesh,2018,4,Financial Services,517619,76250539.85851902
1189,Uttar Pradesh,2018,4,Others,847573,663216794.1554663
1190,Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98276
1191,Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.8899517
1192,Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.1169598
1193,Uttar Pradesh,2018,3,Financial Services,603303,76605144.65776658
1194,Uttar Pradesh,2018,3,Others,544964,493702369.5936288
1195,Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.8816488
1196,Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.760597
1197,Uttar Pradesh,2018,1,Merchant payments,442436,428301434.2754866
1198,Uttar Pradesh,2018,1,Financial Services,397328,75150444.99108115
1199,Uttar Pradesh,2018,1,Others,570712,447722351.3138524
1200,Haryana,2023,2,Merchant payments,275974807,130133751625.0
1201,Haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
1202,Haryana,2023,2,Recharge & bill payments,33655091,35262651840.0
1203,Haryana,2023,2,Financial Services,172309,259162565.0
1204,Haryana,2023,2,Others,351272,251633370.0
1205,Haryana,2023,4,Merchant payments,343440148,167695632461.0
1206,Haryana,2023,4,Peer-to-peer payments,175429519,571466808865.0
1207,Haryana,2023,4,Recharge & bill payments,35320482,42514330771.0
1208,Haryana,2023,4,Financial Services,238826,371355840.0
1209,Haryana,2023,4,Others,319258,222356663.0
1210,Haryana,2023,3,Merchant payments,310148821,140917418482.0
1211,Haryana,2023,3,Peer-to-peer payments,156760079,498555993196.0
1212,Haryana,2023,3,Recharge & bill payments,34105227,37490386949.0
1213,Haryana,2023,3,Financial Services,198713,304618547.0
1214,Haryana,2023,3,Others,306638,223563566.0
1215,Haryana,2023,1,Merchant payments,220693824,114248076004.0
1216,Haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
1217,Haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
1218,Haryana,2023,1,Financial Services,158036,217615573.0
1219,Haryana,2023,1,Others,375883,281741717.0
1220,Haryana,2021,2,Merchant payments,45335533,29119078263.957985
1221,Haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
1222,Haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
1223,Haryana,2021,2,Financial Services,85821,97238136.09517692
1224,Haryana,2021,2,Others,311896,227855606.99266592
1225,Haryana,2021,4,Merchant payments,84993587,56325102920.50671
1226,Haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
1227,Haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
1228,Haryana,2021,4,Financial Services,105050,151421306.61683068
1229,Haryana,2021,4,Others,407280,307822609.17479354
1230,Haryana,2021,3,Merchant payments,66885213,40190922826.60629
1231,Haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
1232,Haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
1233,Haryana,2021,3,Financial Services,77496,116592181.46997279
1234,Haryana,2021,3,Others,479071,289441481.64370304
1235,Haryana,2021,1,Merchant payments,39363588,23389100227.155342
1236,Haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
1237,Haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
1238,Haryana,2021,1,Financial Services,79784,99672809.99228218
1239,Haryana,2021,1,Others,364437,218544351.22172093
1240,Haryana,2022,2,Merchant payments,130033573,76926347115.76375
1241,Haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
1242,Haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
1243,Haryana,2022,2,Financial Services,89805,120610061.5284536
1244,Haryana,2022,2,Others,345424,224949213.49711913
1245,Haryana,2022,4,Merchant payments,169685872,102918159834.12416
1246,Haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
1247,Haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
1248,Haryana,2022,4,Financial Services,118488,152488074.9943577
1249,Haryana,2022,4,Others,305148,239722615.94605047
1250,Haryana,2022,3,Merchant payments,151278013,87063736519.87311
1251,Haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
1252,Haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
1253,Haryana,2022,3,Financial Services,111032,144937203.2864578
1254,Haryana,2022,3,Others,308596,223267730.28330007
1255,Haryana,2022,1,Merchant payments,98346418,62565728158.2885
1256,Haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
1257,Haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
1258,Haryana,2022,1,Financial Services,107240,146586164.62792295
1259,Haryana,2022,1,Others,540235,279136534.21161634
1260,Haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
1261,Haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
1262,Haryana,2020,2,Merchant payments,11527654,7393393677.758501
1263,Haryana,2020,2,Financial Services,48759,49209527.29146181
1264,Haryana,2020,2,Others,129940,75550536.67993587
1265,Haryana,2020,4,Merchant payments,34063692,21382305452.06797
1266,Haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
1267,Haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
1268,Haryana,2020,4,Financial Services,84881,103265693.75364488
1269,Haryana,2020,4,Others,419181,223528573.1334415
1270,Haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
1271,Haryana,2020,3,Merchant payments,20845136,12141560866.982178
1272,Haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
1273,Haryana,2020,3,Financial Services,66457,80854296.9304013
1274,Haryana,2020,3,Others,186818,96375902.20346308
1275,Haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
1276,Haryana,2020,1,Merchant payments,14327020,7075196609.224878
1277,Haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
1278,Haryana,2020,1,Financial Services,34488,25266730.1883267
1279,Haryana,2020,1,Others,600232,176823674.24305555
1280,Haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
1281,Haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
1282,Haryana,2019,2,Merchant payments,5738283,2292901816.1432047
1283,Haryana,2019,2,Financial Services,57488,12080285.227121718
1284,Haryana,2019,2,Others,655560,301748850.1804938
1285,Haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
1286,Haryana,2019,4,Merchant payments,11615667,5253780278.236426
1287,Haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
1288,Haryana,2019,4,Financial Services,41688,13756049.144287623
1289,Haryana,2019,4,Others,790808,212797749.81994924
1290,Haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
1291,Haryana,2019,3,Merchant payments,9386779,3615636827.8118167
1292,Haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
1293,Haryana,2019,3,Financial Services,61503,16715100.880217994
1294,Haryana,2019,3,Others,829974,301378585.9978597
1295,Haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
1296,Haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
1297,Haryana,2019,1,Merchant payments,3361995,1292375556.3150868
1298,Haryana,2019,1,Financial Services,101786,15201736.002431491
1299,Haryana,2019,1,Others,473192,258437718.15887585
1300,Haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
1301,Haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
1302,Haryana,2018,2,Merchant payments,369916,334118261.45344114
1303,Haryana,2018,2,Financial Services,167570,38145882.44180386
1304,Haryana,2018,2,Others,170208,217328211.71769944
1305,Haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
1306,Haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
1307,Haryana,2018,4,Merchant payments,2413446,1013407379.8963095
1308,Haryana,2018,4,Financial Services,120711,22252543.62175617
1309,Haryana,2018,4,Others,394732,267255642.26742023
1310,Haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
1311,Haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
1312,Haryana,2018,3,Merchant payments,1003057,427387637.9335371
1313,Haryana,2018,3,Financial Services,100452,17323790.814170156
1314,Haryana,2018,3,Others,201148,190505707.47361812
1315,Haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
1316,Haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
1317,Haryana,2018,1,Merchant payments,167816,173513595.3537558
1318,Haryana,2018,1,Financial Services,128636,27501068.014126316
1319,Haryana,2018,1,Others,209123,242110585.52640373
1320,Arunachal Pradesh,2023,2,Peer-to-peer payments,4883817,15695323405.0
1321,Arunachal Pradesh,2023,2,Merchant payments,4091876,3651614280.0
1322,Arunachal Pradesh,2023,2,Recharge & bill payments,1374689,447452168.0
1323,Arunachal Pradesh,2023,2,Financial Services,3392,5815474.0
1324,Arunachal Pradesh,2023,2,Others,6714,5493337.0
1325,Arunachal Pradesh,2023,4,Peer-to-peer payments,6678381,18554712209.0
