,State,Year,Quater,Transaction_type,Transaction_count,Transaction_amount
1938,Goa,2023,1,Financial Services,16209,32648574.0
1939,Goa,2023,1,Others,17399,18019590.0
1940,Goa,2021,2,Merchant payments,1869384,1411529033.6650195
1941,Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
1942,Goa,2021,2,Recharge & bill payments,953219,383804809.3560881
1943,Goa,2021,2,Financial Services,8303,12371843.844825167
1944,Goa,2021,2,Others,12392,10115549.032816991
1945,Goa,2021,4,Merchant payments,5474662,4384250602.937038
1946,Goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
1947,Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
1948,Goa,2021,4,Financial Services,11320,17101084.66037453
1949,Goa,2021,4,Others,23775,21819163.1997744
1950,Goa,2021,3,Merchant payments,2865625,2143135314.897931
1951,Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
1952,Goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
1953,Goa,2021,3,Financial Services,8337,12943224.07382146
1954,Goa,2021,3,Others,16145,12416377.597493527
1955,Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
1956,Goa,2021,1,Merchant payments,2195509,1768358976.7158575
1957,Goa,2021,1,Recharge & bill payments,880682,410604192.7268899
1958,Goa,2021,1,Financial Services,8138,12207778.148638733
1959,Goa,2021,1,Others,11764,12687278.26183929
1960,Goa,2022,2,Merchant payments,7812998,5736211013.6866455
1961,Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
1962,Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
1963,Goa,2022,2,Financial Services,10666,13192736.02810038
1964,Goa,2022,2,Others,15071,12525197.296362752
1965,Goa,2022,4,Merchant payments,10319138,6739205748.43176
1966,Goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
1967,Goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
1968,Goa,2022,4,Financial Services,12147,15705663.126967767
1969,Goa,2022,4,Others,13151,13978544.178016864
1970,Goa,2022,3,Merchant payments,7595135,5112175255.359402
1971,Goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
1972,Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
1973,Goa,2022,3,Financial Services,9992,12650738.420843877
1974,Goa,2022,3,Others,11683,11368868.03761505
1975,Goa,2022,1,Merchant payments,6364271,4682000388.389215
1976,Goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
1977,Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
1978,Goa,2022,1,Financial Services,11677,17490493.19245399
1979,Goa,2022,1,Others,20699,20720407.595174044
1980,Goa,2020,2,Recharge & bill payments,758617,241196540.9379891
1981,Goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
1982,Goa,2020,2,Merchant payments,221358,168591711.94693565
1983,Goa,2020,2,Financial Services,3081,3328361.317987765
1984,Goa,2020,2,Others,5710,3775927.611346662
1985,Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
1986,Goa,2020,4,Merchant payments,1389834,1123844212.5171819
1987,Goa,2020,4,Recharge & bill payments,839199,345088772.3784919
1988,Goa,2020,4,Financial Services,7287,10386560.386677971
1989,Goa,2020,4,Others,14810,12846789.254236266
1990,Goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
1991,Goa,2020,3,Recharge & bill payments,696770,280187505.0339355
1992,Goa,2020,3,Merchant payments,446880,353193881.4783259
1993,Goa,2020,3,Financial Services,4985,6418950.466847964
1994,Goa,2020,3,Others,7545,5112530.621144422
1995,Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
1996,Goa,2020,1,Recharge & bill payments,678079,244739382.20701858
1997,Goa,2020,1,Merchant payments,373110,298421548.1046571
1998,Goa,2020,1,Financial Services,1762,1816477.5692472362
1999,Goa,2020,1,Others,11088,13707055.389155574
2000,Goa,2019,2,Peer-to-peer payments,373759,1391933790.7547765
2001,Goa,2019,2,Recharge & bill payments,278060,93218689.41694948
2002,Goa,2019,2,Merchant payments,104592,92873008.6474504
2003,Goa,2019,2,Financial Services,1211,515859.8076807977
2004,Goa,2019,2,Others,10819,13325754.760758925
2005,Goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
2006,Goa,2019,4,Recharge & bill payments,552421,205602115.14625147
2007,Goa,2019,4,Merchant payments,250893,218404664.8638511
2008,Goa,2019,4,Financial Services,1497,649712.8451498008
2009,Goa,2019,4,Others,11733,14350825.325765317
2010,Goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
2011,Goa,2019,3,Recharge & bill payments,453806,157952854.9501171
2012,Goa,2019,3,Merchant payments,150578,123948570.56857497
2013,Goa,2019,3,Financial Services,1510,1282344.8444824044
2014,Goa,2019,3,Others,11344,12515394.117688328
2015,Goa,2019,1,Peer-to-peer payments,378848,1310759847.8146646
2016,Goa,2019,1,Recharge & bill payments,275277,78212835.0406034
2017,Goa,2019,1,Merchant payments,74527,75946974.41483101
2018,Goa,2019,1,Financial Services,2013,499592.0966860995
2019,Goa,2019,1,Others,8147,9904147.90979165
2020,Goa,2018,2,Recharge & bill payments,120943,30994284.17044104
2021,Goa,2018,2,Peer-to-peer payments,87878,419492232.52410376
2022,Goa,2018,2,Merchant payments,12456,20162855.70611957
2023,Goa,2018,2,Financial Services,1903,733429.427283199
2024,Goa,2018,2,Others,6395,7221023.530667527
2025,Goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
2026,Goa,2018,4,Recharge & bill payments,212122,54832855.89468471
2027,Goa,2018,4,Merchant payments,45586,66666113.92145965
2028,Goa,2018,4,Financial Services,2523,723599.2328183289
2029,Goa,2018,4,Others,8098,8880194.430766659
2030,Goa,2018,3,Recharge & bill payments,158797,40314972.94208837
2031,Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002
2032,Goa,2018,3,Merchant payments,21587,26634198.178851012
2033,Goa,2018,3,Financial Services,1867,468171.36483984883
2034,Goa,2018,3,Others,6963,6281208.620754639
2035,Goa,2018,1,Recharge & bill payments,85991,18273814.162708722
2036,Goa,2018,1,Peer-to-peer payments,59651,268175048.06992978
2037,Goa,2018,1,Merchant payments,7880,11036031.735657964
2038,Goa,2018,1,Financial Services,1191,520105.642400422
2039,Goa,2018,1,Others,6184,5851742.732386975
2040,Andaman & Nicobar,2023,2,Merchant payments,1410653,1159905474.0
2041,Andaman & Nicobar,2023,2,Peer-to-peer payments,970525,3664415887.0
2042,Andaman & Nicobar,2023,2,Recharge & bill payments,320922,158455723.0
2043,Andaman & Nicobar,2023,2,Financial Services,2158,4161814.0
2044,Andaman & Nicobar,2023,2,Others,3517,3405338.0
2045,Andaman & Nicobar,2023,4,Merchant payments,2039888,1653303276.0
2046,Andaman & Nicobar,2023,4,Peer-to-peer payments,1321796,4420459049.0
2047,Andaman & Nicobar,2023,4,Recharge & bill payments,327460,185028400.0
2048,Andaman & Nicobar,2023,4,Financial Services,3276,7836466.0
2049,Andaman & Nicobar,2023,4,Others,3363,2925308.0
2050,Andaman & Nicobar,2023,3,Merchant payments,1657848,1289780198.0
2051,Andaman & Nicobar,2023,3,Peer-to-peer payments,1111211,3757627272.0
2052,Andaman & Nicobar,2023,3,Recharge & bill payments,323935,157992380.0
2053,Andaman & Nicobar,2023,3,Financial Services,2199,3850023.0
2054,Andaman & Nicobar,2023,3,Others,3183,2346918.0
2055,Andaman & Nicobar,2023,1,Merchant payments,1122063,1008821751.0
2056,Andaman & Nicobar,2023,1,Peer-to-peer payments,862347,3299762230.0
2057,Andaman & Nicobar,2023,1,Recharge & bill payments,286024,146338470.0
2058,Andaman & Nicobar,2023,1,Financial Services,2515,3556954.0
2059,Andaman & Nicobar,2023,1,Others,3443,3049182.0
2060,Andaman & Nicobar,2021,2,Peer-to-peer payments,132772,748382044.7707307
2061,Andaman & Nicobar,2021,2,Recharge & bill payments,120911,43691961.26275121
2062,Andaman & Nicobar,2021,2,Merchant payments,85143,103707408.50908463
2063,Andaman & Nicobar,2021,2,Financial Services,960,2038521.5136710338
2064,Andaman & Nicobar,2021,2,Others,1628,1327080.0560584562
2065,Andaman & Nicobar,2021,4,Peer-to-peer payments,285778,1544932663.2744582
2066,Andaman & Nicobar,2021,4,Merchant payments,210164,322842314.62433755
2067,Andaman & Nicobar,2021,4,Recharge & bill payments,135608,59243518.11464358
2068,Andaman & Nicobar,2021,4,Financial Services,1718,3137965.167474068
2069,Andaman & Nicobar,2021,4,Others,2855,2453640.142743944
2070,Andaman & Nicobar,2021,3,Peer-to-peer payments,192321,1077787837.1562996
2071,Andaman & Nicobar,2021,3,Recharge & bill payments,136010,51243450.85925055
2072,Andaman & Nicobar,2021,3,Merchant payments,118340,176991328.21761328
2073,Andaman & Nicobar,2021,3,Financial Services,990,2351013.441729573
2074,Andaman & Nicobar,2021,3,Others,2103,1650766.1267105162
2075,Andaman & Nicobar,2021,1,Peer-to-peer payments,105458,665391395.715478
2076,Andaman & Nicobar,2021,1,Recharge & bill payments,84119,37160922.86506996
2077,Andaman & Nicobar,2021,1,Merchant payments,53090,78606979.05751458
2078,Andaman & Nicobar,2021,1,Financial Services,884,1469351.0852598653
2079,Andaman & Nicobar,2021,1,Others,1201,1077918.666433228
2080,Andaman & Nicobar,2022,2,Merchant payments,449540,510838980.9061847
2081,Andaman & Nicobar,2022,2,Peer-to-peer payments,437606,2088309073.4552848
2082,Andaman & Nicobar,2022,2,Recharge & bill payments,179515,82232936.61795366
2083,Andaman & Nicobar,2022,2,Financial Services,1448,2089862.3927160464
2084,Andaman & Nicobar,2022,2,Others,3108,2449496.7081265687
2085,Andaman & Nicobar,2022,4,Merchant payments,956536,906365300.6585041
2086,Andaman & Nicobar,2022,4,Peer-to-peer payments,768758,2961630584.8271313
2087,Andaman & Nicobar,2022,4,Recharge & bill payments,256050,110037119.66941178
2088,Andaman & Nicobar,2022,4,Financial Services,2499,3533987.2301130476
2089,Andaman & Nicobar,2022,4,Others,3692,3107412.043626394
2090,Andaman & Nicobar,2022,3,Merchant payments,716105,693438186.296541
2091,Andaman & Nicobar,2022,3,Peer-to-peer payments,622217,2514535154.56483
2092,Andaman & Nicobar,2022,3,Recharge & bill payments,240766,97748065.62714244
2093,Andaman & Nicobar,2022,3,Financial Services,1814,2166304.9779766416
2094,Andaman & Nicobar,2022,3,Others,3477,2744060.670897343
2095,Andaman & Nicobar,2022,1,Peer-to-peer payments,342649,1682328505.7254477
2096,Andaman & Nicobar,2022,1,Merchant payments,284298,370091558.68373305
2097,Andaman & Nicobar,2022,1,Recharge & bill payments,163401,71300133.66101266
2098,Andaman & Nicobar,2022,1,Financial Services,1757,2869682.0229511866
2099,Andaman & Nicobar,2022,1,Others,2643,2440321.9820225406
2100,Andaman & Nicobar,2020,2,Recharge & bill payments,38125,17659622.73418829
2101,Andaman & Nicobar,2020,2,Peer-to-peer payments,20303,141728757.73517442
2102,Andaman & Nicobar,2020,2,Merchant payments,4004,9236375.740471343
2103,Andaman & Nicobar,2020,2,Financial Services,175,706932.1397115812
2104,Andaman & Nicobar,2020,2,Others,355,313313.0646014327
2105,Andaman & Nicobar,2020,4,Peer-to-peer payments,81439,533316526.1814983
2106,Andaman & Nicobar,2020,4,Recharge & bill payments,80811,33710030.534383245
2107,Andaman & Nicobar,2020,4,Merchant payments,59391,56867468.940003954
2108,Andaman & Nicobar,2020,4,Financial Services,965,1880546.9672370641
2109,Andaman & Nicobar,2020,4,Others,1925,1508083.6917299272
2110,Andaman & Nicobar,2020,3,Recharge & bill payments,59310,24756220.875469353
2111,Andaman & Nicobar,2020,3,Peer-to-peer payments,40697,289078946.7312394
2112,Andaman & Nicobar,2020,3,Merchant payments,16096,22682992.238478824
2113,Andaman & Nicobar,2020,3,Financial Services,572,961836.7129860274
2114,Andaman & Nicobar,2020,3,Others,808,539449.7721868362
2115,Andaman & Nicobar,2020,1,Peer-to-peer payments,18324,142332401.79234773
2116,Andaman & Nicobar,2020,1,Recharge & bill payments,18268,10850414.023977457
2117,Andaman & Nicobar,2020,1,Merchant payments,4424,7752871.558217709
2118,Andaman & Nicobar,2020,1,Financial Services,66,208231.73071652642
2119,Andaman & Nicobar,2020,1,Others,216,332393.19201521645
2120,Andaman & Nicobar,2019,2,Recharge & bill payments,14676,7242448.256212333
2121,Andaman & Nicobar,2019,2,Peer-to-peer payments,14481,107525358.66652842
2122,Andaman & Nicobar,2019,2,Merchant payments,4031,4702152.616619372
2123,Andaman & Nicobar,2019,2,Financial Services,124,113278.91371326067
2124,Andaman & Nicobar,2019,2,Others,377,671471.222589792
2125,Andaman & Nicobar,2019,4,Peer-to-peer payments,18128,121493224.30754511
2126,Andaman & Nicobar,2019,4,Recharge & bill payments,13851,9538690.916424634
2127,Andaman & Nicobar,2019,4,Merchant payments,2920,5247500.487902376
2128,Andaman & Nicobar,2019,4,Financial Services,60,295937.2110898865
2129,Andaman & Nicobar,2019,4,Others,200,263177.5944158883
2130,Andaman & Nicobar,2019,3,Recharge & bill payments,16219,8171737.705916681
2131,Andaman & Nicobar,2019,3,Peer-to-peer payments,13767,101079821.10344616
2132,Andaman & Nicobar,2019,3,Merchant payments,3519,4428734.574846684
2133,Andaman & Nicobar,2019,3,Financial Services,50,158857.94315586874
2134,Andaman & Nicobar,2019,3,Others,215,232624.75992853564
2135,Andaman & Nicobar,2019,1,Recharge & bill payments,15263,6611459.8729725825
2136,Andaman & Nicobar,2019,1,Peer-to-peer payments,13119,91808345.86839552
2137,Andaman & Nicobar,2019,1,Merchant payments,1759,3266589.8469614363
2138,Andaman & Nicobar,2019,1,Financial Services,62,116250.43671861099
2139,Andaman & Nicobar,2019,1,Others,283,497094.6484417205
2140,Andaman & Nicobar,2018,2,Recharge & bill payments,6735,2320944.731074479
2141,Andaman & Nicobar,2018,2,Peer-to-peer payments,3575,24511925.231047668
2142,Andaman & Nicobar,2018,2,Merchant payments,603,1024491.0133579008
2143,Andaman & Nicobar,2018,2,Financial Services,59,121336.0270987509
2144,Andaman & Nicobar,2018,2,Others,368,359838.50537474576
2145,Andaman & Nicobar,2018,4,Recharge & bill payments,11517,5450549.512294375
2146,Andaman & Nicobar,2018,4,Peer-to-peer payments,10451,81001456.97825177
2147,Andaman & Nicobar,2018,4,Merchant payments,1421,3552027.735492656
2148,Andaman & Nicobar,2018,4,Financial Services,29,76035.7877393286
2149,Andaman & Nicobar,2018,4,Others,340,468266.0606770435
2150,Andaman & Nicobar,2018,3,Recharge & bill payments,8636,4343504.868377829
2151,Andaman & Nicobar,2018,3,Peer-to-peer payments,6448,49270781.541635044
2152,Andaman & Nicobar,2018,3,Merchant payments,945,1627359.8394868043
2153,Andaman & Nicobar,2018,3,Financial Services,42,1481.4907042806485
2154,Andaman & Nicobar,2018,3,Others,194,314343.39410715323
2155,Andaman & Nicobar,2018,1,Recharge & bill payments,4200,1845307.4673655091
2156,Andaman & Nicobar,2018,1,Peer-to-peer payments,1871,12138655.299749982
2157,Andaman & Nicobar,2018,1,Merchant payments,298,452507.168646613
2158,Andaman & Nicobar,2018,1,Financial Services,33,10601.419933464953
2159,Andaman & Nicobar,2018,1,Others,256,184689.8662902223
2160,Jammu & Kashmir,2023,2,Merchant payments,27968919,16519042612.0
2161,Jammu & Kashmir,2023,2,Peer-to-peer payments,17988275,56687068768.0
2162,Jammu & Kashmir,2023,2,Recharge & bill payments,8374394,3181150839.0
2163,Jammu & Kashmir,2023,2,Financial Services,27724,36616737.0
2164,Jammu & Kashmir,2023,2,Others,228987,106126424.0
2165,Jammu & Kashmir,2023,4,Merchant payments,38724913,23286334977.0
2166,Jammu & Kashmir,2023,4,Peer-to-peer payments,20930306,65658312220.0
2167,Jammu & Kashmir,2023,4,Recharge & bill payments,9268356,3954471487.0
2168,Jammu & Kashmir,2023,4,Financial Services,36281,80127905.0
2169,Jammu & Kashmir,2023,4,Others,207276,90895171.0
2170,Jammu & Kashmir,2023,3,Merchant payments,33831979,20030764520.0
2171,Jammu & Kashmir,2023,3,Peer-to-peer payments,20589029,62320529579.0
2172,Jammu & Kashmir,2023,3,Recharge & bill payments,9247909,3508619105.0
2173,Jammu & Kashmir,2023,3,Financial Services,31473,61895606.0
2174,Jammu & Kashmir,2023,3,Others,203189,94339616.0
2175,Jammu & Kashmir,2023,1,Merchant payments,19258641,12262102502.0
2176,Jammu & Kashmir,2023,1,Peer-to-peer payments,12527159,41006666634.0
2177,Jammu & Kashmir,2023,1,Recharge & bill payments,6894943,2522356131.0
2178,Jammu & Kashmir,2023,1,Financial Services,26119,30772190.0
2179,Jammu & Kashmir,2023,1,Others,220382,99850124.0
2180,Jammu & Kashmir,2021,2,Peer-to-peer payments,3955437,19502438177.8094
2181,Jammu & Kashmir,2021,2,Recharge & bill payments,3568970,892467613.5545956
2182,Jammu & Kashmir,2021,2,Merchant payments,2378307,2343370985.5822287
2183,Jammu & Kashmir,2021,2,Financial Services,19432,21897796.187056318
2184,Jammu & Kashmir,2021,2,Others,105673,53580855.45836207
2185,Jammu & Kashmir,2021,4,Peer-to-peer payments,6852001,31444247707.630074
2186,Jammu & Kashmir,2021,4,Merchant payments,5399465,6026170895.591109
2187,Jammu & Kashmir,2021,4,Recharge & bill payments,4358892,1334473410.4377313
2188,Jammu & Kashmir,2021,4,Financial Services,20269,34425387.51761782
2189,Jammu & Kashmir,2021,4,Others,160001,86920024.59513804
2190,Jammu & Kashmir,2021,3,Peer-to-peer payments,5621108,26562997915.198593
2191,Jammu & Kashmir,2021,3,Recharge & bill payments,4192099,1126801385.0108979
2192,Jammu & Kashmir,2021,3,Merchant payments,3197489,3818849262.990345
2193,Jammu & Kashmir,2021,3,Financial Services,16071,27585395.493344467
2194,Jammu & Kashmir,2021,3,Others,124274,62209689.3389434
2195,Jammu & Kashmir,2021,1,Peer-to-peer payments,2800201,14801220301.14875
2196,Jammu & Kashmir,2021,1,Recharge & bill payments,2554798,663747765.6760966
2197,Jammu & Kashmir,2021,1,Merchant payments,1527253,1605408313.4781337
2198,Jammu & Kashmir,2021,1,Financial Services,17276,20848657.8594191
2199,Jammu & Kashmir,2021,1,Others,98042,47124854.989329115
2200,Jammu & Kashmir,2022,2,Merchant payments,9917899,8541811640.294408
2201,Jammu & Kashmir,2022,2,Peer-to-peer payments,8948548,35973490940.6326
2202,Jammu & Kashmir,2022,2,Recharge & bill payments,4759941,1631580783.9159238
2203,Jammu & Kashmir,2022,2,Financial Services,17495,23857762.100494668
2204,Jammu & Kashmir,2022,2,Others,169864,83549709.69216739
2205,Jammu & Kashmir,2022,4,Merchant payments,13060020,9463119176.828749
2206,Jammu & Kashmir,2022,4,Peer-to-peer payments,9209773,33017162449.59025
2207,Jammu & Kashmir,2022,4,Recharge & bill payments,4885856,1738113554.2451303
2208,Jammu & Kashmir,2022,4,Financial Services,17803,26804683.92881795
2209,Jammu & Kashmir,2022,4,Others,142706,70096050.90090424
2210,Jammu & Kashmir,2022,3,Merchant payments,9594459,8056512904.560925
2211,Jammu & Kashmir,2022,3,Peer-to-peer payments,8391981,31280124357.943665
2212,Jammu & Kashmir,2022,3,Recharge & bill payments,4397779,1538833023.8071973
2213,Jammu & Kashmir,2022,3,Financial Services,16502,21281997.61037215
2214,Jammu & Kashmir,2022,3,Others,133673,66802218.32606816
2215,Jammu & Kashmir,2022,1,Peer-to-peer payments,6263588,25881919928.642838
2216,Jammu & Kashmir,2022,1,Merchant payments,5769426,5903944370.148529
2217,Jammu & Kashmir,2022,1,Recharge & bill payments,4046350,1253753685.6124904
2218,Jammu & Kashmir,2022,1,Financial Services,20506,28915576.119299565
2219,Jammu & Kashmir,2022,1,Others,145441,79330065.6359112
2220,Jammu & Kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.258213
2221,Jammu & Kashmir,2020,2,Recharge & bill payments,1028741,413037418.32063264
2222,Jammu & Kashmir,2020,2,Merchant payments,341375,403026357.7674071
2223,Jammu & Kashmir,2020,2,Financial Services,9130,10415041.341445928
2224,Jammu & Kashmir,2020,2,Others,17380,12351591.57084975
2225,Jammu & Kashmir,2020,4,Peer-to-peer payments,2378539,13736841259.979288
2226,Jammu & Kashmir,2020,4,Recharge & bill payments,1900075,536741118.30199385
2227,Jammu & Kashmir,2020,4,Merchant payments,1377786,1045006123.4596367
2228,Jammu & Kashmir,2020,4,Financial Services,13578,17966592.697469097
2229,Jammu & Kashmir,2020,4,Others,84466,44350708.939814664
2230,Jammu & Kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.792652
2231,Jammu & Kashmir,2020,3,Recharge & bill payments,1005745,443743222.500647
2232,Jammu & Kashmir,2020,3,Merchant payments,642688,667957476.4350253
2233,Jammu & Kashmir,2020,3,Financial Services,10111,13281733.802213533
2234,Jammu & Kashmir,2020,3,Others,20200,15128281.341935568
2235,Jammu & Kashmir,2020,1,Peer-to-peer payments,435154,2654638582.0865793
2236,Jammu & Kashmir,2020,1,Recharge & bill payments,341357,144213068.71202034
2237,Jammu & Kashmir,2020,1,Merchant payments,135241,131144418.96503358
2238,Jammu & Kashmir,2020,1,Financial Services,2350,2116665.1182805505
2239,Jammu & Kashmir,2020,1,Others,7528,5530441.652102945
2240,Jammu & Kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.462076
2241,Jammu & Kashmir,2019,2,Recharge & bill payments,706569,215937468.94414753
2242,Jammu & Kashmir,2019,2,Merchant payments,353678,188931529.4882364
2243,Jammu & Kashmir,2019,2,Financial Services,22663,2652961.353697454
2244,Jammu & Kashmir,2019,2,Others,32664,26301988.31534837
2245,Jammu & Kashmir,2019,4,Peer-to-peer payments,310620,1799955855.9714913
2246,Jammu & Kashmir,2019,4,Merchant payments,91303,77859073.82317376
2247,Jammu & Kashmir,2019,4,Recharge & bill payments,84803,49065907.04578097
2248,Jammu & Kashmir,2019,4,Financial Services,197,213741.2862032762
2249,Jammu & Kashmir,2019,4,Others,3005,2601419.6959477984
2250,Jammu & Kashmir,2019,3,Peer-to-peer payments,618694,3499425217.9582095
2251,Jammu & Kashmir,2019,3,Recharge & bill payments,318061,111964437.03321175
2252,Jammu & Kashmir,2019,3,Merchant payments,165115,120736230.08884756
2253,Jammu & Kashmir,2019,3,Financial Services,2895,658515.8825482852
2254,Jammu & Kashmir,2019,3,Others,11761,11446090.81965122
2255,Jammu & Kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.836735
2256,Jammu & Kashmir,2019,1,Recharge & bill payments,1131953,302663112.8884805
2257,Jammu & Kashmir,2019,1,Merchant payments,452379,199219534.93760535
2258,Jammu & Kashmir,2019,1,Financial Services,43247,4593545.201922052
2259,Jammu & Kashmir,2019,1,Others,43688,30649751.65627311
2260,Jammu & Kashmir,2018,2,Recharge & bill payments,794502,166762242.91718757
2261,Jammu & Kashmir,2018,2,Peer-to-peer payments,771844,2372961687.5536175
2262,Jammu & Kashmir,2018,2,Financial Services,112422,15636116.81386063
2263,Jammu & Kashmir,2018,2,Merchant payments,79248,64454257.5252622
2264,Jammu & Kashmir,2018,2,Others,38310,31391931.692946266
2265,Jammu & Kashmir,2018,4,Peer-to-peer payments,1265457,5151829745.262983
2266,Jammu & Kashmir,2018,4,Recharge & bill payments,970724,254473764.00233167
2267,Jammu & Kashmir,2018,4,Merchant payments,402303,215771001.5429565
2268,Jammu & Kashmir,2018,4,Financial Services,33775,6072177.152358056
2269,Jammu & Kashmir,2018,4,Others,49051,36573577.73688933
2270,Jammu & Kashmir,2018,3,Peer-to-peer payments,1260453,3616022745.5645847
2271,Jammu & Kashmir,2018,3,Recharge & bill payments,822143,203079955.34644008
2272,Jammu & Kashmir,2018,3,Merchant payments,140076,82826475.18797052
2273,Jammu & Kashmir,2018,3,Financial Services,44464,6397888.3546260595
2274,Jammu & Kashmir,2018,3,Others,36825,26373935.004048545
2275,Jammu & Kashmir,2018,1,Recharge & bill payments,457813,78812610.35129012
2276,Jammu & Kashmir,2018,1,Peer-to-peer payments,353621,861670157.9310012
2277,Jammu & Kashmir,2018,1,Financial Services,65683,10269382.6199755
2278,Jammu & Kashmir,2018,1,Merchant payments,28696,30967525.638810236
2279,Jammu & Kashmir,2018,1,Others,35755,23651562.715049967
2280,Maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
2281,Maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
2282,Maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
2283,Maharashtra,2023,2,Financial Services,697164,821061690.0
2284,Maharashtra,2023,2,Others,1152916,870693412.0
2285,Maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
2286,Maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
2287,Maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
2288,Maharashtra,2023,4,Financial Services,1025481,1362709031.0
2289,Maharashtra,2023,4,Others,1157334,863555358.0
2290,Maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
2291,Maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
2292,Maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
2293,Maharashtra,2023,3,Financial Services,824436,1088491523.0
2294,Maharashtra,2023,3,Others,1078944,831084802.0
2295,Maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
2296,Maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
2297,Maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
2298,Maharashtra,2023,1,Financial Services,667987,763120514.0
2299,Maharashtra,2023,1,Others,1280074,953990262.0
2300,Maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2301,Maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2302,Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2303,Maharashtra,2021,2,Financial Services,504252,536780917.0359157
2304,Maharashtra,2021,2,Others,1094842,699738247.6695637
2305,Maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2306,Maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2307,Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2308,Maharashtra,2021,4,Financial Services,606265,707102765.3058928
2309,Maharashtra,2021,4,Others,1918093,1188658731.1175365
2310,Maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2311,Maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2312,Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2313,Maharashtra,2021,3,Financial Services,448646,579098938.658318
2314,Maharashtra,2021,3,Others,1477851,873324624.1826177
2315,Maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2316,Maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2317,Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2318,Maharashtra,2021,1,Financial Services,439551,492900202.68315214
2319,Maharashtra,2021,1,Others,966668,630909553.4508264
2320,Maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
2321,Maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
2322,Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
2323,Maharashtra,2022,2,Financial Services,490152,559321829.4503716
2324,Maharashtra,2022,2,Others,1542719,930827919.303539
2325,Maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
2326,Maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
2327,Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
2328,Maharashtra,2022,4,Financial Services,620124,699276779.1906543
2329,Maharashtra,2022,4,Others,1228291,914951674.4842072
2330,Maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
2331,Maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
2332,Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
2333,Maharashtra,2022,3,Financial Services,521362,571583115.6687979
2334,Maharashtra,2022,3,Others,1222420,831183386.4681726
